url,created,text,retweets,favorites
https://twitter.com/MagicRealismBot/status/839659621409153025,2018-03-09T20:17:00,"A philosopher is writing a list of people who will be saved: A violinist, an artist and a drag queen.",292,749
https://twitter.com/MagicRealismBot/status/807806061147144192,2018-12-11T20:16:00,Democracy is hungover after drinking cocktails all night.,505,744
https://twitter.com/MagicRealismBot/status/769778041715163136,2018-08-28T20:16:00,"You will dream of a galaxy tonight. Just before you wake up, the galaxy will forget about you.",458,741
https://twitter.com/MagicRealismBot/status/757274876348538880,2018-07-24T20:16:00,A boy contracts a disease that turns him into a leopard. He finds that he prefers it that way.,379,739
https://twitter.com/MagicRealismBot/status/957514053085089792,2019-01-28T20:18:00,A French tsar murders a homeless person with an unusual weapon: Christianity.,187,739
https://twitter.com/MagicRealismBot/status/845246782879649793,2018-03-24T20:17:00,There is a hospital in Kyoto for sick dreams.,352,737
https://twitter.com/MagicRealismBot/status/891738578874646529,2018-07-30T20:17:00,"During the middle of the night a message appears in the sky above Tennessee. It reads: ""Be skeptical of social media managers.""",314,734
https://twitter.com/MagicRealismBot/status/839961629198450689,2018-03-09T20:17:00,A Venetian book describes a method of having sexual intercourse that enables you to control the stars.,274,732
https://twitter.com/MagicRealismBot/status/844914574293794820,2018-03-23T20:17:00,You will dream of a food truck tonight. The food truck will kiss you.,355,726
https://twitter.com/MagicRealismBot/status/831082570125185024,2019-02-13T20:17:00,"At 2 o'clock in the morning an inscription is written in the sky in flying sea serpents. It reads: ""Everything is going to be OK.""",450,723
https://twitter.com/MagicRealismBot/status/909496150167773184,2018-09-17T20:17:00,An emperor secretly wishes to have sexual intercourse with sadness.,235,721
https://twitter.com/MagicRealismBot/status/895120971043962880,2018-08-09T20:17:00,A little girl sits on a swing in a prison cell. She is thinking about burritoes. An Egyptian god is chewing gum behind her.,233,718
https://twitter.com/MagicRealismBot/status/843857544913207300,2018-03-20T20:17:00,"A sex worker is writing a shopping list. It has three items: A love letter, a knife, and a banana.",187,716
https://twitter.com/MagicRealismBot/status/947850069834833920,2019-01-01T20:18:00,A comet is smoking weed in a castle.,197,711
https://twitter.com/MagicRealismBot/status/691497215324389376,2019-01-25T20:16:00,A woman starts turning into an army. Nobody notices.,432,710
https://twitter.com/MagicRealismBot/status/918435336451063809,2018-10-12T20:17:00,"A church is haunted by the ghost of a boy. He keeps repeating one word: ""Big Macs.""",248,708
https://twitter.com/MagicRealismBot/status/941810089786163200,2018-12-15T20:17:00,Philosophy is in love with romance.,300,708
https://twitter.com/MagicRealismBot/status/833589243658113025,2019-02-20T20:17:00,There is a poppy in the Garden of Eden that is 60 times more nihilistic than you.,346,705
https://twitter.com/MagicRealismBot/status/933052107690614784,2018-11-21T20:17:00,"A scholar discovers that the end of the world does not exist, and goes mad.",292,702
https://twitter.com/MagicRealismBot/status/937702898120585221,2018-12-04T20:17:00,A college professor falls into a pond filled with vodka.,216,698
https://twitter.com/MagicRealismBot/status/890711782439833601,2018-07-27T20:17:00,There is a strip club in Detroit where libraries take their clothes off.,251,689
https://twitter.com/MagicRealismBot/status/925924919329792000,2018-11-02T20:17:00,A professor of English literature is dancing in a hospital. She is thinking about starlight. There is a lobster standing right behind her.,188,689
https://twitter.com/MagicRealismBot/status/772103513610399745,2018-09-03T20:16:00,"One night a message is written in the sky in kites. It reads: ""Everything is going to be OK.""",533,687
https://twitter.com/MagicRealismBot/status/812487199753060352,2018-12-24T20:16:00,A little boy smokes a cigarette in a Wal-Mart. He is thinking about ice cream cones. There is a goblin standing right behind him.,245,686
https://twitter.com/MagicRealismBot/status/832351007220731904,2019-02-16T20:17:00,Tonight you will dream of a library. Inside the library is a swamp. Inside the swamp is your true love.,334,685
https://twitter.com/MagicRealismBot/status/910402147962961921,2018-09-20T20:17:00,A girl finds a Swiss-made watch which allows her to destroy reality.,207,685
https://twitter.com/MagicRealismBot/status/854820466296356864,2018-04-19T20:17:00,A stranger tells you that you are a garden.,392,684
https://twitter.com/MagicRealismBot/status/856300305465483264,2018-04-24T20:17:00,A princess invents a machine that will let her have sexual intercourse with arts funding.,202,677
https://twitter.com/MagicRealismBot/status/945554877152759808,2018-12-26T20:17:00,"By touching a bonsai tree, you can reach a parallel universe. It is made of the New York Times.",145,676
https://twitter.com/MagicRealismBot/status/768298201958842370,2018-08-24T20:16:00,A Korean sorceress marries a cloud. They have one child: A daughter who is made of darkness.,339,674
https://twitter.com/MagicRealismBot/status/837545560689131521,2018-03-03T20:17:00,"A hospital is haunted by the ghost of a software developer. He keeps repeating a mysterious phrase: ""The octopus is silent.""",324,670
https://twitter.com/MagicRealismBot/status/938367298162663425,2018-12-06T20:17:00,A child saves up his money in order to buy the class struggle.,203,669
https://twitter.com/MagicRealismBot/status/782553013076447234,2018-10-02T20:16:00,An anxious math teacher falls in love with the number zero.,331,668
https://twitter.com/MagicRealismBot/status/830991966884098049,2019-02-13T20:17:00,A university student falls in love with a book.,328,668
https://twitter.com/MagicRealismBot/status/893490173320675328,2018-08-04T20:17:00,A woman finds a pair of spectacles which let her see every library on earth.,239,668
https://twitter.com/MagicRealismBot/status/842709912803270658,2018-03-17T20:17:00,A detective story in which the murderer is revealed to be a rainbow.,264,667
https://twitter.com/MagicRealismBot/status/853340626389057536,2018-04-15T20:17:00,A philosopher is killing infinity.,290,667
https://twitter.com/MagicRealismBot/status/853793637657829376,2018-04-17T20:17:00,A bisexual mother realises that her newborn baby is an opal.,189,667
https://twitter.com/MagicRealismBot/status/817642647879725057,2019-01-07T20:17:00,A girl wakes up one day and has turned into a banjo. Her lover is secretly pleased.,274,665
https://twitter.com/MagicRealismBot/status/894758570817863681,2018-08-08T20:17:00,"You will dream of a word tonight. Just before you wake up, the word will get drunk with you.",293,664
https://twitter.com/MagicRealismBot/status/912636946408550401,2018-09-26T20:17:00,There is an ATM in Quebec where you can withdraw maps.,192,664
https://twitter.com/MagicRealismBot/status/881531001100419072,2018-07-02T20:17:00,"During a lunar eclipse a poem is written in the sky in stars. It reads: ""Marry me.""",223,663
https://twitter.com/MagicRealismBot/status/890168183432159232,2018-07-26T20:17:00,"A foreskin flies past you. An undertaker says: ""This is the end.""",293,663
https://twitter.com/MagicRealismBot/status/902852160890613760,2018-08-30T20:17:00,You wake up in a city made of fire. A witch appears and hands you an amethyst.,232,663
https://twitter.com/MagicRealismBot/status/956728853996564482,2019-01-26T20:18:00,A medieval nobleman appears in a McDonald's in Delhi. He knows exactly what to do.,179,661
https://twitter.com/MagicRealismBot/status/919824533468487680,2018-10-16T20:17:00,A deeply depressed sex worker has an unusual ability: She can smell laughter.,144,660
https://twitter.com/MagicRealismBot/status/907804955960000514,2018-09-13T20:17:00,You wake up and realize you have turned into Vladimir Putin.,287,655
https://twitter.com/MagicRealismBot/status/896208169940131841,2018-08-12T20:17:00,"An orchestra falls from the sky. An architect says: ""This is the end of time.""",244,654
https://twitter.com/MagicRealismBot/status/730428202556870657,2018-05-11T20:16:00,A duchess marries moonlight. They have one child: A daughter who is made of philosophy.,319,653
https://twitter.com/MagicRealismBot/status/887933387394039808,2018-07-20T20:17:00,"A library is haunted by the ghost of a pastry chef. He keeps repeating a mysterious phrase: ""The lizard is anxious.""",273,652
https://twitter.com/MagicRealismBot/status/897718167316910080,2018-08-16T20:17:00,A flower causes anyone who smells it to disappear and reappear in San Francisco.,181,652
https://twitter.com/MagicRealismBot/status/906959356914163712,2018-09-10T20:17:00,A 99-year-old president falls into a swimming pool filled with Microsoft Word. She drowns.,200,648
https://twitter.com/MagicRealismBot/status/907502956206989312,2018-09-12T20:17:00,There is a cobra in Bethlehem that is 35 times more lonely than you.,265,648
https://twitter.com/MagicRealismBot/status/930636112732631040,2018-11-15T20:17:00,In Buenos Aires there is a teardrop which is reading Nietzsche.,194,648
https://twitter.com/MagicRealismBot/status/964762039691300864,2019-02-17T20:18:00,"A psychic turns over a tarot card with a wedding ring on it. 'Beware of Happy Meals,' she says to you.",183,648
https://twitter.com/MagicRealismBot/status/837817367996440576,2018-03-04T20:17:00,A stranger tells you that you are made of lapis lazuli.,269,643
https://twitter.com/MagicRealismBot/status/941991289058312192,2018-12-16T20:17:00,A congresswoman decrees that there will be a new sign of the zodiac: The skull.,164,643
https://twitter.com/MagicRealismBot/status/945071678790369280,2018-12-24T20:17:00,A baroness owns a prism that allows her to have sexual intercourse with everyone in San Francisco at the same time.,136,642
https://twitter.com/MagicRealismBot/status/900436164976418816,2018-08-23T20:17:00,A beautiful man with grey eyes is dancing in a garden. He is thinking about nudity. A peacock is having sexual intercourse behind him.,205,640
https://twitter.com/MagicRealismBot/status/949964063571783680,2019-01-07T20:18:00,"One night a message is written in the sky in hailstones. It reads: ""Read more Hegel.""",176,638
https://twitter.com/MagicRealismBot/status/911670547292893184,2018-09-23T20:17:00,"During a lunar eclipse a sentence is inscribed on a copper disc. It reads: ""Leave this world. Make a new life on Uranus.""",224,637
https://twitter.com/MagicRealismBot/status/915173742895964160,2018-10-03T20:17:00,A king is assassinated. The killer turns out to be management consulting.,209,636
https://twitter.com/MagicRealismBot/status/950326462648758274,2019-01-08T20:18:00,Thirteen college professors plan to create a world where everything is cupcakes.,172,636
https://twitter.com/MagicRealismBot/status/832894625580920832,2019-02-18T20:17:00,A drag queen saves up her money in order to buy moonlight.,206,635
https://twitter.com/MagicRealismBot/status/915475741873119232,2018-10-04T20:17:00,"Tonight, a little girl will appear and give you the meaning of life.",212,635
https://twitter.com/MagicRealismBot/status/837032145826672640,2018-03-01T20:17:00,You wake up and realise that you can control the asshole of a princess.,211,633
https://twitter.com/MagicRealismBot/status/826914334257278978,2019-02-01T20:17:00,The Garden of Eden has deleted Facebook.,331,630
https://twitter.com/MagicRealismBot/status/837847569380233216,2018-03-04T20:17:00,"A meerkat appears before Kanye West. It says: ""You are amazing.""",232,630
https://twitter.com/MagicRealismBot/status/856572113594929152,2018-04-24T20:17:00,"A cigarette whispers to a college professor: ""I feel so omnipotent.""",248,629
https://twitter.com/MagicRealismBot/status/828061970888691712,2019-02-05T20:17:00,"A psychic turns over a tarot card with a sailing ship on it. 'It means that fascism is in your future,' she says to you.",389,627
https://twitter.com/MagicRealismBot/status/842045494356467714,2018-03-15T20:17:00,Things that don't exist are watching YouTube.,274,626
https://twitter.com/MagicRealismBot/status/856481510731333632,2018-04-24T20:17:00,A grandfather invents a better version of love: Dancing.,273,626
https://twitter.com/MagicRealismBot/status/888597785758412800,2018-07-22T20:17:00,A child places a curse on a prince. It causes him to grow an extra asshole.,230,626
https://twitter.com/MagicRealismBot/status/711365429617233920,2018-03-20T20:16:00,A prince invents a better version of sexual intercourse: doing nothing at all.,396,623
https://twitter.com/MagicRealismBot/status/962346045169479680,2019-02-10T20:18:00,"By touching a particular billiard ball located in Williamsburg, you can reach another dimension. In that place, murder does not exist.",157,622
https://twitter.com/MagicRealismBot/status/812638206080360448,2018-12-24T20:16:00,"If you pay a unicorn 5,300 paradoxes, it will let you destroy a star.",319,621
https://twitter.com/MagicRealismBot/status/866974630040358914,2018-05-23T20:17:00,"You will dream of a puppy tonight. Just before you wake up, the puppy will steal you.",259,621
https://twitter.com/MagicRealismBot/status/939877293136080896,2018-12-10T20:17:00,"You wake up in a city which looks like San Francisco, but everything is upside down. Albatrosses begin raining from the sky.",163,620
https://twitter.com/MagicRealismBot/status/913603347600392193,2018-09-29T20:17:00,A caliph marries the International Space Station. They have one child: A daughter who is made of infinity.,216,619
https://twitter.com/MagicRealismBot/status/802002388886241280,2018-11-25T20:16:00,Tonight you will dream of a city. Inside the city is a topaz. Inside the topaz is your heart's desire.,311,618
https://twitter.com/MagicRealismBot/status/846213211523203073,2018-03-27T20:17:00,"You are transported to a city which looks like Shanghai, but everything is yellow. You can hear the faint sound of a blues song.",215,618
https://twitter.com/MagicRealismBot/status/877484206300971010,2018-06-21T20:17:00,A deeply depressed president wakes at midnight every night to have sexual intercourse with penises.,207,618
